iter	RMSE
219	0.6705824392
220	0.6705320418
221	0.6703839499
222	0.6698837489
223	0.6694265892
224	0.6687720646
225	0.6683987522
226	0.6681771016
227	0.6678696111
228	0.6670045219
229	0.6666293722
230	0.6661281121
231	0.6658778703
232	0.665845007
233	0.6658061381
234	0.6653911639
235	0.6650190985
236	0.6645021283
237	0.6643585645
238	0.66409451
239	0.6637938602
240	0.6637438433
241	0.6635921838
242	0.6635459463
243	0.6634145902
244	0.663147387
245	0.6627196269
246	0.6626109129
247	0.6621952649
248	0.6619724167
249	0.6606486447
250	0.6601178368
251	0.6595534904
252	0.659127714
253	0.6589736901
254	0.6586512217
255	0.6582649639
256	0.657654094
257	0.6568770214
258	0.6566294344
259	0.656612516
260	0.6562000732
261	0.6561251488
262	0.6560711109
263	0.6558857491
264	0.6556490117
265	0.6553160027
266	0.6549388433
267	0.6546176746
268	0.6542723533
269	0.6541889564
270	0.6539515879
271	0.6536478358
272	0.6534658199
273	0.6533526608
274	0.6530419403
275	0.6527035832
276	0.6525264749
277	0.6521686842
278	0.651969645
279	0.6517031141
280	0.6516775853
281	0.6514154812
282	0.651331279
283	0.6511297001
284	0.6510794357
285	0.6505590823
286	0.6504949552
287	0.6498731559
288	0.6495972316
289	0.6489446307
290	0.6485222855
291	0.648097276
292	0.647947668
293	0.6475319035
294	0.6474553918
295	0.6473674778
296	0.647231111
297	0.6469941157
298	0.6467873121
299	0.6464311692
300	0.6462632797
301	0.6458152967
302	0.6452220394
303	0.6450000052
304	0.6447239269
305	0.6444215928
306	0.6442391037
307	0.6438176742
308	0.6433737857
309	0.6428243226
310	0.6427519515
311	0.6422184945
312	0.6419872389
313	0.6412335629
314	0.6411894135
315	0.6407142903
316	0.6400504739
317	0.6396036035
318	0.639408291
319	0.6391827548
320	0.6385984755
321	0.6381567456
322	0.637624121
323	0.6373585351
324	0.6372963418
325	0.6366402343
326	0.6359459619
327	0.6356488271
328	0.6353094008
329	0.6350771628
330	0.6346405263
331	0.6342354697
332	0.6338753534
333	0.6338508337
334	0.6336107973
335	0.6335934429
336	0.6331664703
337	0.6329600511
338	0.6327910825
339	0.6325893011
340	0.632538781
341	0.6321905196
342	0.6316232957
343	0.6312067895
344	0.6309516415
345	0.6305277463
346	0.6300508788
347	0.6299617752
348	0.6296759627
349	0.6295745725
350	0.6293042233
351	0.6292108351
352	0.6291484202
353	0.6290074104
354	0.6286340385
355	0.6282891892
356	0.6278427133
357	0.6276600873
358	0.6275309312
359	0.6272189468
360	0.6270272672
361	0.6267522521
362	0.6265854387
363	0.6262564471
364	0.6260456041
365	0.6259312715
366	0.6258443813
367	0.6255739817
368	0.6251847144
369	0.6250881343
370	0.6245119937
371	0.624388384
372	0.6240244118
373	0.6234973446
374	0.6232623538
375	0.6230070281
376	0.6228540704
377	0.6225000656
378	0.6222642672
379	0.6218926259
380	0.6215925963
381	0.6209186279
382	0.6206381512
383	0.6205642495
384	0.6202614392
385	0.6199600918
386	0.6196344251
387	0.619455292
388	0.6192108581
389	0.6191927682
390	0.6191224145
391	0.6185903762
392	0.6184387176
393	0.618219364
394	0.6180659814
395	0.6180049179
396	0.6176015517
397	0.6174025063
398	0.6172884189
399	0.6166881402
400	0.6164207628
401	0.6163068914
402	0.6160569244
403	0.6160160077
404	0.6160101918
405	0.6157324068
406	0.6156984069
407	0.6156933005
408	0.6154395176
409	0.6150719109
410	0.6149823186
411	0.6146156095
412	0.6144643369
413	0.6143112867
414	0.614145163
415	0.6137286632
416	0.6130474923
417	0.6127593868
418	0.6126276935
419	0.6124938194
420	0.6124548696
421	0.6119844666
422	0.6118884534
423	0.6114789247
424	0.6114418523
425	0.6111406419
426	0.6108882145
427	0.6106075291
428	0.6101875735
429	0.6099605776
430	0.6095452348
431	0.6091440225
432	0.608944563
433	0.608651102
434	0.6085628993
435	0.6084650697
436	0.6080119204
437	0.6080049688
438	0.6076979297
439	0.6076845591
440	0.6072283937
441	0.6069731327
442	0.6067608099
443	0.6065138285
444	0.6063671321
445	0.6060928467
446	0.6057775683
447	0.6055362654
448	0.6053802229
449	0.6051402645
450	0.604505671
451	0.6044878412
452	0.6043579927
453	0.6042362021
454	0.6041523273
455	0.6038258028
456	0.603597911
457	0.603408887
458	0.6033433015
459	0.602961906
460	0.6024773876
461	0.6020779187
462	0.6019565059
463	0.6017191286
464	0.6014929392
465	0.6011780345
466	0.6007613035
467	0.6006348442
468	0.6001094379
469	0.600092981
470	0.5995468604
471	0.5988783676
472	0.5987039874
473	0.5983093549
474	0.5981075688
475	0.5980431215
476	0.5979269422
477	0.5976806495
478	0.5975065633
479	0.5972407264
480	0.5971981572
481	0.5968685591
482	0.5966704077
483	0.5965725186
484	0.5963773119
485	0.5961967143
486	0.5956047
487	0.5955453915
488	0.5954246393
489	0.5952597601
490	0.5949245339
491	0.5946538777
492	0.5945408621
493	0.5940180943
494	0.5938129983
495	0.5937466777
496	0.5935028265
497	0.5930510192
498	0.5930204254
499	0.5929295475
500	0.5927996
501	0.5927468143
502	0.5923759915
503	0.591944949
504	0.5918273985
505	0.5917312236
506	0.5915181143
507	0.5909097176
508	0.5907323201
509	0.5904981424
510	0.5904591615
511	0.5901722458
512	0.5899592969
513	0.5896662424
514	0.5894160167
515	0.5893183756
516	0.589158079
517	0.5887529438
518	0.5885145086
519	0.5880367278
520	0.5877081205
521	0.5874323441
522	0.5873104514
523	0.5871368698
524	0.5864942214
525	0.586175398
526	0.5859482255
527	0.5854474882
528	0.5852943185
529	0.5850976766
530	0.5845871194
531	0.58446877
532	0.584423464
533	0.5841125275
534	0.5838158312
535	0.5832215442
536	0.583128586
537	0.5829885045
538	0.5826218036
539	0.5822731218
540	0.5822422202
541	0.581731361
542	0.5815056602
543	0.5813855879
544	0.580978987
545	0.580789155
546	0.5807339149
547	0.5804368621
548	0.5801783885
549	0.5799148256
550	0.5796755714
551	0.5789871513
552	0.5789511598
553	0.5788550473
554	0.5784624991
555	0.5783055489
556	0.5779452061
557	0.5774206814
558	0.5773842848
559	0.5772198687
560	0.5769136165
561	0.5765693155
562	0.5760002349
563	0.5758025071
564	0.5755592217
565	0.5753747561
566	0.5751742597
567	0.5747960453
568	0.5745673116
569	0.5745611913
570	0.5744254256
571	0.5743105316
572	0.574117071
573	0.5739897309
574	0.5738343194
575	0.5735302196
576	0.5733854377
577	0.5730910597
578	0.5727867849
579	0.5726441758
580	0.5724555468
581	0.5723827883
582	0.5720344861
583	0.5719428126
584	0.5718714308
585	0.5717838078
586	0.5716691781
587	0.5714303381
588	0.5712985877
589	0.571213502
590	0.5711384832
591	0.570610335
592	0.5702769746
593	0.5701329038
594	0.5700388097
595	0.5699011225
596	0.5696009349
597	0.5694169794
598	0.5693582989
599	0.5689607848
600	0.5687992596
601	0.5686531787
602	0.568484897
603	0.5682454916
604	0.5678344849
605	0.5673598035
606	0.5673344281
607	0.5671068034
608	0.5668518406
609	0.5667625232
610	0.566517104
611	0.5664032118
612	0.5662566467
613	0.5658350179
614	0.5655523084
615	0.5651319004
616	0.564677373
617	0.5644527975
618	0.5641567815
619	0.5640971419
620	0.5639685929
621	0.5638384705
622	0.5632812489
623	0.5631837535
624	0.5628384993
625	0.5627148404
626	0.5625792689
627	0.5623957203
628	0.5619141009
629	0.5617199183
630	0.5616354977
631	0.5612402528
632	0.5610903875
633	0.5608643353
634	0.5602159811
635	0.5600944385
636	0.5597810953
637	0.5596076182
638	0.5593154423
639	0.5590907745
640	0.5589294591
641	0.5588462019
642	0.5582967282
643	0.5582066374
644	0.5578821392
645	0.5577081642
646	0.557430198
647	0.5571419383
648	0.5569151354
649	0.5568971304
650	0.5567131502
651	0.5566483369
652	0.5566347749
653	0.5562018039
654	0.5557877797
655	0.5555899565
656	0.5552783937
657	0.555034975
658	0.5548046203
659	0.5546533931
660	0.5543690159
661	0.5539984217
662	0.5538192424
663	0.5534877792
664	0.55332158
665	0.5531460577
666	0.5527571158
667	0.5526544441
668	0.5524536251
669	0.5523266054
670	0.551977724
671	0.551853406
672	0.5516150015
673	0.5514701772
674	0.5512102592
675	0.5509259455
676	0.5508272644
677	0.5505745001
678	0.5505641216
679	0.5502287347
680	0.5500132054
681	0.549855537
682	0.549657582
683	0.5494842255
684	0.5491316858
685	0.5490281481
686	0.5486988486
687	0.5484505725
688	0.5480709073
689	0.5479557201
690	0.5476853182
691	0.5475830727
692	0.547176481
693	0.5468940435
694	0.5464106792
695	0.546251999
696	0.5461117978
697	0.5460636272
698	0.5459940638
699	0.5455072749
700	0.5452481007
701	0.5450543751
702	0.544965817
703	0.544854599
704	0.5446981247
705	0.544625165
706	0.5443863816
707	0.5442568263
708	0.5441678636
709	0.5440307908
710	0.5437520056
711	0.5435979156
712	0.5434915375
713	0.5433803412
714	0.5429319401
715	0.5428053703
716	0.5426611199
717	0.542568394
718	0.5424000996
719	0.5423211148
720	0.5421911646
721	0.5419341059
722	0.5416636813
723	0.5414596564
724	0.5411845318
725	0.5409642198
726	0.5407647195
727	0.5405612663
728	0.5404304436
729	0.5400298838
730	0.5397213848
731	0.5396852535
732	0.5394400354
733	0.5392070784
734	0.538931014
735	0.5388006338
736	0.5387927761
737	0.538764096
738	0.5385846829
739	0.5380521159
740	0.537990088
741	0.537855803
742	0.5378349115
743	0.5375517563
744	0.53737304
745	0.5372156611
746	0.5371041914
747	0.5369656589
748	0.5366941399
749	0.5363410937
750	0.5361166559
751	0.5359096335
752	0.5356974948
753	0.535425943
754	0.5351247906
755	0.5348452089
756	0.5346378171
757	0.5343131025
758	0.5341453657
759	0.5339488458
760	0.5337783695
761	0.5334579246
762	0.5333143666
763	0.533099505
764	0.5328934286
765	0.5328383702
766	0.5327733465
767	0.5325422965
768	0.5322199715
769	0.5319021933
770	0.5318543055
771	0.5315308544
772	0.531299423
773	0.5312164366
774	0.5308685809
775	0.5307327355
776	0.5305709977
777	0.530471615
778	0.5302394401
779	0.53011062
780	0.5300445188
781	0.5299795611
782	0.5296315525
783	0.5294593635
784	0.5292615727
785	0.5292381814
786	0.528707098
787	0.5285724963
788	0.5285253663
789	0.5283945247
790	0.5280726216
791	0.5272828292
792	0.527071248
793	0.5269999363
794	0.5268592359
795	0.526729322
796	0.5263845206
797	0.5263109501
798	0.5261756844
799	0.5258780879
800	0.5257828033
801	0.5253435631
802	0.5250893344
803	0.524897358
804	0.5247074159
805	0.5245512787
806	0.523968733
807	0.5237316844
808	0.5235877368
809	0.5232675083
810	0.5231364533
811	0.522616293
812	0.5222565861
813	0.522153
814	0.5220857965
815	0.521690047
816	0.5215717023
817	0.5214542725
818	0.5211246729
819	0.5208321359
820	0.5204035927
821	0.520289122
822	0.5201229469
823	0.5199665724
824	0.5198772291
825	0.5196401884
826	0.5196275102
827	0.5195407394
828	0.5195108482
829	0.5194007429
830	0.5187080866
831	0.5180274527
832	0.5177537229
833	0.5176993548
834	0.5174278278
835	0.5172871799
836	0.5172553571
837	0.5171984715
838	0.5171418468
839	0.5170112113
840	0.5167303771
841	0.5165635397
842	0.5163897928
843	0.516269376
844	0.5158473831
845	0.5156523695
846	0.5152939721
847	0.5151336455
848	0.5149463065
849	0.514869664
850	0.5147424565
851	0.5144283552
852	0.5143273525
853	0.5139778914
854	0.5138027239
855	0.5135416395
856	0.5133983913
857	0.5132161588
858	0.5131090442
859	0.5129380814
860	0.5126884713
861	0.5125691269
862	0.5122469065
863	0.5119290759
864	0.5117617526
865	0.511628632
866	0.511571514
867	0.5113671197
868	0.5113316089
869	0.5111126289
870	0.5110569762
871	0.5109103547
872	0.5105642913
873	0.5103765887
874	0.510241018
875	0.5102046026
876	0.5100886113
877	0.5099144223
878	0.5095423432
879	0.5091746279
880	0.5089715084
881	0.5085839372
882	0.5084524981
883	0.5083416983
884	0.508052739
885	0.5078375159
886	0.5077532723
887	0.5076358487
888	0.5075896213
889	0.5074736707
890	0.5074181082
891	0.5073140389
892	0.5072386336
893	0.5070151294
894	0.506908772
895	0.506850452
896	0.506828227
897	0.5067066447
898	0.5066551347
899	0.5064780764
900	0.5061902745
901	0.5060848692
902	0.5059353444
903	0.5056477315
904	0.50551499
905	0.5051363436
906	0.5050817451
907	0.5048661171
908	0.5047138937
909	0.5046326721
910	0.5045951594
911	0.5045070604
912	0.5043369021
913	0.5040524283
914	0.5038213334
915	0.5037428065
916	0.5037303962
917	0.5034888733
918	0.5033507393
919	0.5032073365
920	0.5029281193
921	0.5026968786
922	0.5024540195
923	0.5022798126
924	0.5022767782
925	0.5020913893
926	0.5018945108
927	0.5017374691
928	0.5015632789
929	0.5013848365
930	0.5013046705
931	0.5012239375
932	0.5008798509
933	0.500740371
934	0.5005169167
935	0.5003518904
936	0.500276443
937	0.4999438494
938	0.4998851873
939	0.4995677383
940	0.4994480188
941	0.4993235355
942	0.4989506491
943	0.4988047557
944	0.4985806347
945	0.4985508889
946	0.4985132135
947	0.4983557832
948	0.4982907757
949	0.4980584676
950	0.4978918492
951	0.49775836
952	0.4976598771
953	0.4975733647
954	0.4972147814
955	0.4971312772
956	0.4970952444
957	0.4969463184
958	0.4966251592
959	0.4963859004
960	0.4961068396
961	0.4957799755
962	0.4956915392
963	0.4954393432
964	0.4951974072
965	0.4948984466
966	0.4946858167
967	0.4944247392
968	0.4942534172
969	0.4941457918
970	0.4940008322
971	0.4938816908
972	0.4938523188
973	0.4936626811
974	0.493590066
975	0.4934104418
976	0.493297288
977	0.4929890689
978	0.4929356152
979	0.49264006
980	0.4925570374
981	0.4925086311
982	0.4924297781
983	0.4922647148
984	0.492102309
985	0.4919786685
986	0.4917430846
987	0.4913791251
988	0.4912331952
989	0.4910893168
990	0.490969689
991	0.4907712438
992	0.490465447
993	0.4901675747
994	0.4899586498
995	0.489824436
996	0.4897517636
997	0.4895623056
998	0.4894613677
999	0.4893027737
