iter	RMSE
700	0.4388049619
701	0.4385881998
702	0.4383965437
703	0.4381811722
704	0.4381509665
705	0.4380030732
706	0.4379228343
707	0.4378212506
708	0.4377240213
709	0.4374900763
710	0.437462416
711	0.4372591391
712	0.4371587431
713	0.4371052358
714	0.4369344501
715	0.4364854962
716	0.4363897184
717	0.4363062993
718	0.4360514194
719	0.435913029
720	0.4358395946
721	0.4357489601
722	0.4355654524
723	0.435502904
724	0.4354047881
725	0.4352832434
726	0.4350438525
727	0.4349991962
728	0.4349353819
729	0.4349296184
730	0.4346008999
731	0.4344933825
732	0.4344105934
733	0.4343741314
734	0.434021195
735	0.433861484
736	0.4337689235
737	0.4337285667
738	0.4336692527
739	0.4334591077
740	0.4333804758
741	0.4329952129
742	0.4327119444
743	0.4325798876
744	0.4323422021
745	0.4322550039
746	0.4321665805
747	0.4319554046
748	0.431684737
749	0.4315399213
750	0.4313895883
751	0.431174867
752	0.431070323
753	0.4309969106
754	0.4305921032
755	0.4301376746
756	0.4300244326
757	0.4297137779
758	0.42951328
759	0.4294821609
760	0.4293470494
761	0.4292363881
762	0.4291160026
763	0.4289476539
764	0.4287073158
765	0.4286205464
766	0.4283236511
767	0.4282991861
768	0.4282174677
769	0.4279975167
770	0.4278479593
771	0.4278154622
772	0.4275278256
773	0.4274519423
774	0.4273316698
775	0.4271534745
776	0.4271189729
777	0.4266678905
778	0.4263707515
779	0.4262447032
780	0.4260875319
781	0.4258508673
782	0.4258114342
783	0.4256638398
784	0.4254011206
785	0.4251111863
786	0.4250301745
787	0.4248905059
788	0.4248345128
789	0.4247764911
790	0.4246888891
791	0.4245172717
792	0.4244572263
793	0.4244212736
794	0.4243165905
795	0.4242590187
796	0.4241998853
797	0.4241794925
798	0.4240522058
799	0.4238431747
800	0.4237701353
801	0.4236904161
802	0.4236675372
803	0.4235522515
804	0.4233102818
805	0.4232012967
806	0.4229935167
807	0.4228489791
808	0.4225973122
809	0.4225319532
810	0.4225277903
811	0.4224352574
812	0.4222349153
813	0.4222239194
814	0.4220710069
815	0.4219008786
816	0.4218449216
817	0.4214479234
818	0.4212472792
819	0.4210913803
820	0.4209330321
821	0.4208397604
822	0.4207388907
823	0.4206168362
824	0.4205022855
825	0.4204588325
826	0.4203961754
827	0.4199580251
828	0.4199040773
829	0.4197695393
830	0.419404445
831	0.419296695
832	0.4191738204
833	0.4189655307
834	0.4185545563
835	0.4183514618
836	0.4182382441
837	0.4178581207
838	0.4176499182
839	0.4175089297
840	0.4173901753
841	0.4171244958
842	0.4168969144
843	0.4168321721
844	0.4165251016
845	0.4162792815
846	0.4159161181
847	0.4157849569
848	0.4157369996
849	0.4156580149
850	0.4152873548
851	0.4152728371
852	0.4151832166
853	0.415128253
854	0.4149751369
855	0.4149578157
856	0.4149096819
857	0.4146822683
858	0.4146733243
859	0.4145797545
860	0.4142248515
861	0.4141895021
862	0.4140550862
863	0.413874069
864	0.4138090545
865	0.4136738287
866	0.4133018562
867	0.4130938622
868	0.4130452484
869	0.4130390002
870	0.4125911923
871	0.4121607358
872	0.4120655946
873	0.4118653289
874	0.4115287396
875	0.4113555114
876	0.4112652159
877	0.4108582265
878	0.4107910708
879	0.4106400585
880	0.4105210176
881	0.4104671744
882	0.4104378474
883	0.410303988
884	0.4101454949
885	0.4100661419
886	0.4096739671
887	0.4095893619
888	0.4094307401
889	0.4093136126
890	0.4091504508
891	0.4088529036
892	0.408822016
893	0.4087162468
894	0.4085516746
895	0.4083030221
896	0.4081844954
897	0.4079626681
898	0.4078642441
899	0.4078074038
900	0.4077395416
901	0.4075300841
902	0.4074173555
903	0.4074130261
904	0.4073455611
905	0.4072780708
906	0.4071657395
907	0.407149685
908	0.4069774314
909	0.4069156559
910	0.4067941308
911	0.406732526
912	0.4066590084
913	0.4063910583
914	0.4060052473
915	0.4056207601
916	0.4055321695
917	0.4054787885
918	0.40535741
919	0.4052396908
920	0.4051143201
921	0.4050028595
922	0.4048910892
923	0.4048424021
924	0.4045415809
925	0.4042946927
926	0.4042710023
927	0.4041335577
928	0.403874134
929	0.4037840877
930	0.4037646216
931	0.4036403165
932	0.4034150717
933	0.403185363
934	0.4030827711
935	0.4028838412
936	0.4026898955
937	0.4025073628
938	0.402417586
939	0.4022822673
940	0.4022079801
941	0.4021521311
942	0.4020686206
943	0.4017401221
944	0.4016493602
945	0.4015887181
946	0.4015297243
947	0.4013759727
948	0.4013015401
949	0.4011807489
950	0.4010000965
951	0.4004767421
952	0.4001002555
953	0.3999920692
954	0.3999412156
955	0.399776896
956	0.3997370248
957	0.3997169403
958	0.3995899691
959	0.3995343474
960	0.3991421515
961	0.3990309729
962	0.3988690453
963	0.3986487098
964	0.398562472
965	0.3984130045
966	0.398151413
967	0.3980066575
968	0.3977613966
969	0.3977263384
970	0.397654223
971	0.3973190057
972	0.3971877302
973	0.3971768705
974	0.3970640009
975	0.3970113559
976	0.3968430004
977	0.3965765098
978	0.3965307299
979	0.3964556777
980	0.3964229899
981	0.3964169858
982	0.3964041848
983	0.3963780899
984	0.3961601335
985	0.3961577143
986	0.3960313317
987	0.3959543941
988	0.3959256295
989	0.395759315
990	0.3956497231
991	0.3954358442
992	0.3953983287
993	0.3953139501
994	0.3953110853
995	0.3951986588
996	0.3950262396
997	0.3946503538
998	0.3945896747
999	0.3944509191
